******************      Log   20210914       ******************
14/09/2021 09:26:05 ==>  Ejecutando Intervalo: 2021-09-14T13:00:00/2021-09-14T14:00:00 || Total Conversaciones:2075 || Page: 1
14/09/2021 15:07:56 ==>  Ejecutando Intervalo: 2021-09-14T19:00:00/2021-09-14T20:00:00 || Total Conversaciones:1733 || Page: 16
14/09/2021 15:08:06 ==>  Ejecutando Intervalo: 2021-09-14T19:00:00/2021-09-14T20:00:00 || Total Conversaciones:1733 || Page: 17
14/09/2021 15:08:15 ==>  Ejecutando Intervalo: 2021-09-14T19:00:00/2021-09-14T20:00:00 || Total Conversaciones:1733 || Page: 18
14/09/2021 15:08:18 ==>  Intervalo: 2021-09-14T19:00:00/2021-09-14T20:00:00 || FINALIZADO || Total Conversaciones: 1733
14/09/2021 16:12:18 ==>  Ejecutando Intervalo: 2021-09-14T20:00:00/2021-09-14T21:00:00 || Total Conversaciones:925 || Page: 1
14/09/2021 16:12:31 ==>  Ejecutando Intervalo: 2021-09-14T20:00:00/2021-09-14T21:00:00 || Total Conversaciones:925 || Page: 2
14/09/2021 16:12:44 ==>  Ejecutando Intervalo: 2021-09-14T20:00:00/2021-09-14T21:00:00 || Total Conversaciones:925 || Page: 3
14/09/2021 16:12:57 ==>  Ejecutando Intervalo: 2021-09-14T20:00:00/2021-09-14T21:00:00 || Total Conversaciones:925 || Page: 4
14/09/2021 16:13:09 ==>  Ejecutando Intervalo: 2021-09-14T20:00:00/2021-09-14T21:00:00 || Total Conversaciones:925 || Page: 5
14/09/2021 16:13:21 ==>  Ejecutando Intervalo: 2021-09-14T20:00:00/2021-09-14T21:00:00 || Total Conversaciones:925 || Page: 6
14/09/2021 16:13:32 ==>  Ejecutando Intervalo: 2021-09-14T20:00:00/2021-09-14T21:00:00 || Total Conversaciones:925 || Page: 7
14/09/2021 16:13:43 ==>  Ejecutando Intervalo: 2021-09-14T20:00:00/2021-09-14T21:00:00 || Total Conversaciones:925 || Page: 8
14/09/2021 16:13:54 ==>  Ejecutando Intervalo: 2021-09-14T20:00:00/2021-09-14T21:00:00 || Total Conversaciones:925 || Page: 9
14/09/2021 16:14:04 ==>  Ejecutando Intervalo: 2021-09-14T20:00:00/2021-09-14T21:00:00 || Total Conversaciones:925 || Page: 10
14/09/2021 16:14:06 ==>  Intervalo: 2021-09-14T20:00:00/2021-09-14T21:00:00 || FINALIZADO || Total Conversaciones: 925
14/09/2021 17:15:25 ==>  Ejecutando Intervalo: 2021-09-14T21:00:00/2021-09-14T22:00:00 || Total Conversaciones:1045 || Page: 1
14/09/2021 17:15:35 ==>  Ejecutando Intervalo: 2021-09-14T21:00:00/2021-09-14T22:00:00 || Total Conversaciones:1045 || Page: 2
14/09/2021 17:15:48 ==>  Ejecutando Intervalo: 2021-09-14T21:00:00/2021-09-14T22:00:00 || Total Conversaciones:1045 || Page: 3
14/09/2021 17:16:02 ==>  Ejecutando Intervalo: 2021-09-14T21:00:00/2021-09-14T22:00:00 || Total Conversaciones:1045 || Page: 4
14/09/2021 17:16:12 ==>  Ejecutando Intervalo: 2021-09-14T21:00:00/2021-09-14T22:00:00 || Total Conversaciones:1045 || Page: 5
14/09/2021 17:16:22 ==>  Ejecutando Intervalo: 2021-09-14T21:00:00/2021-09-14T22:00:00 || Total Conversaciones:1045 || Page: 6
14/09/2021 17:16:32 ==>  Ejecutando Intervalo: 2021-09-14T21:00:00/2021-09-14T22:00:00 || Total Conversaciones:1045 || Page: 7
14/09/2021 17:16:42 ==>  Ejecutando Intervalo: 2021-09-14T21:00:00/2021-09-14T22:00:00 || Total Conversaciones:1045 || Page: 8
14/09/2021 17:16:53 ==>  Ejecutando Intervalo: 2021-09-14T21:00:00/2021-09-14T22:00:00 || Total Conversaciones:1045 || Page: 9
14/09/2021 17:17:03 ==>  Ejecutando Intervalo: 2021-09-14T21:00:00/2021-09-14T22:00:00 || Total Conversaciones:1045 || Page: 10
14/09/2021 17:17:13 ==>  Ejecutando Intervalo: 2021-09-14T21:00:00/2021-09-14T22:00:00 || Total Conversaciones:1045 || Page: 11
14/09/2021 17:17:17 ==>  Intervalo: 2021-09-14T21:00:00/2021-09-14T22:00:00 || FINALIZADO || Total Conversaciones: 1045
14/09/2021 18:11:24 ==>  Ejecutando Intervalo: 2021-09-14T22:00:00/2021-09-14T23:00:00 || Total Conversaciones:51 || Page: 1
14/09/2021 18:11:29 ==>  Intervalo: 2021-09-14T22:00:00/2021-09-14T23:00:00 || FINALIZADO || Total Conversaciones: 51
